,code,name,eps_x,eps_yoy,roe_x,time_point
1224,300009,安科生物,0.23,-14.22,12.89,2018-10-17
1677,300010,立思辰,0.01,-88.42,0.14,2018-10-17
1430,300011,鼎汉技术,0.06,45.95,1.25,2018-10-17
2997,300012,华测检测,0.1,62.33,6.28,2018-10-17
2042,300013,新宁物流,0.13,-47.28,2.7,2018-10-17
1737,300015,爱尔眼科,0.38,-8.69,16.53,2018-10-17
1382,300017,网宿科技,0.25,6.18,7.46,2018-10-17
613,300018,中元股份,0.01,-94.0,0.21,2018-10-17
2250,300021,大禹节水,0.07,16.67,3.89,2018-10-17
1059,300022,吉峰科技,0.01,-122.47,1.12,2018-10-17
1809,300023,宝德股份,-0.06,-122.34,-1.73,2018-10-17
2490,300024,机器人,0.21,16.67,5.4,2018-10-17
2179,300027,华谊兄弟,0.12,-45.45,3.36,2018-10-17
1693,300028,金亚科技,0.1,-219.68,18.78,2018-10-17
2901,300030,阳普医疗,0.05,0.0,1.58,2018-10-17
1740,300031,宝通科技,0.56,38.68,9.36,2018-10-17
2344,300033,同花顺,0.59,-32.95,10.52,2018-10-17
3429,300034,钢研高纳,0.16,56.92,4.67,2018-10-17
3454,300036,超图软件,0.24,50.0,5.76,2018-10-17
1901,300038,数知科技,0.47,-56.55,5.46,2018-10-17
1982,300043,星辉娱乐,0.17,-15.0,8.08,2018-10-17
1391,300044,赛为智能,0.14,-42.76,4.74,2018-10-17
3361,300045,华力创通,0.08,61.66,3.5,2018-10-17
2557,300046,台基股份,0.35,-6.45,8.66,2018-10-17
3089,300047,天源迪科,0.2,111.68,2.73,2018-10-17
2641,300048,合康新能,0.02,-58.46,0.84,2018-10-17
1367,300049,福瑞股份,0.22,10.0,3.85,2018-10-17
2096,300050,世纪鼎利,0.06,-66.67,1.14,2018-10-17
2443,300051,三五互联,0.06,-60.0,2.09,2018-10-17
2412,300054,鼎龙股份,0.24,0.0,6.2,2018-10-17
2766,300055,万邦达,0.28,-19.06,4.08,2018-10-17
1237,300057,万顺股份,0.16,2.72,2.9,2018-10-17
1180,300061,康旗股份,0.33,-8.33,6.48,2018-10-17
2050,300062,中能电气,0.06,50.0,2.32,2018-10-17
2264,300070,碧水源,0.18,-23.21,3.13,2018-10-17
1070,300071,华谊嘉信,0.06,-70.0,4.77,2018-10-17
3200,300073,当升科技,0.5,-0.76,7.73,2018-10-17
1186,300077,国民技术,0.39,333.33,8.21,2018-10-17
2564,300079,数码科技,0.06,-0.49,2.35,2018-10-17
2167,300081,恒信东方,0.39,143.75,8.76,2018-10-17
1860,300082,奥克股份,0.37,58.44,8.56,2018-10-17
653,300083,劲胜智能,-0.07,-124.14,-1.84,2018-10-17
1253,300090,盛运环保,-0.16,-5775.0,-5.64,2018-10-17
1666,300091,金通灵,0.25,30.33,8.15,2018-10-17
2188,300092,科新机电,0.03,35.21,1.24,2018-10-17
1699,300093,金刚玻璃,0.07,3.44,1.59,2018-10-17
3013,300098,高新兴,0.23,-15.52,7.43,2018-10-17
1770,300099,精准信息,0.04,2.54,1.4,2018-10-17
1448,300100,双林股份,0.51,-9.43,5.68,2018-10-17
3065,300102,乾照光电,0.22,-2.09,5.48,2018-10-17
1918,300103,达刚路机,0.1,-31.58,3.35,2018-10-17
3079,300107,建新股份,0.9,1333.33,40.14,2018-10-17
1077,300108,吉药控股,0.16,1.14,5.1,2018-10-17
2109,300109,新开源,0.36,-18.18,6.04,2018-10-17
2060,300110,华仁药业,0.02,4.26,1.38,2018-10-17
1005,300111,向日葵,-0.23,-2443.0,-22.16,2018-10-17
896,300112,万讯自控,0.16,-5.88,4.87,2018-10-17
3484,300114,中航电测,0.22,28.77,8.75,2018-10-17
1777,300115,长盈精密,0.19,-68.33,3.93,2018-10-17
2626,300117,嘉寓股份,0.08,-20.0,4.07,2018-10-17
2665,300119,瑞普生物,0.26,3.44,5.36,2018-10-17
3417,300122,智飞生物,0.68,280.87,31.85,2018-10-17
2702,300124,汇川技术,0.48,9.09,13.89,2018-10-17
1218,300125,易世达,0.15,1400.0,3.29,2018-10-17
2062,300126,锐奇股份,-0.07,-1333.33,-2.18,2018-10-17
1721,300128,锦富技术,-0.01,-135.28,-0.75,2018-10-17
2006,300129,泰胜风能,0.03,-85.71,0.96,2018-10-17
3431,300131,英唐智控,0.15,28.55,8.95,2018-10-17
2456,300132,青松股份,0.69,268.81,31.77,2018-10-17
671,300134,大富科技,-0.09,-81.01,-1.32,2018-10-17
1868,300135,宝利国际,0.04,17.14,3.11,2018-10-17
1262,300138,晨光生物,0.25,-21.45,7.6,2018-10-17
2192,300140,中环装备,-0.08,-194.16,-2.0,2018-10-17
1270,300141,和顺电气,,,0.11,2018-10-17
3218,300142,沃森生物,0.06,-331.64,2.75,2018-10-17
3142,300143,星普医科,0.12,-73.09,2.93,2018-10-17
1723,300144,宋城演艺,0.79,25.4,14.67,2018-10-17
3400,300145,中金环境,0.26,-29.29,10.37,2018-10-17
2133,300146,汤臣倍健,0.72,30.91,19.74,2018-10-17
1024,300147,香雪制药,0.14,31.58,2.65,2018-10-17
1753,300149,量子生物,0.25,112.9,8.82,2018-10-17
2736,300150,世纪瑞尔,0.16,-500.75,4.74,2018-10-17
1871,300151,昌红科技,0.09,74.8,5.18,2018-10-17
1267,300154,瑞凌股份,0.19,26.67,5.35,2018-10-17
2279,300155,安居宝,0.05,400.0,2.54,2018-10-17
1096,300156,神雾环保,-0.24,-135.29,-9.31,2018-10-17
2112,300157,恒泰艾普,0.04,-63.64,0.96,2018-10-17
2574,300159,新研股份,0.22,26.6,4.89,2018-10-17
1724,300160,秀强股份,0.14,-37.0,6.29,2018-10-17
1568,300161,华中数控,-0.34,-1083.62,-5.3,2018-10-17
1028,300163,先锋新材,-0.32,-3300.0,-24.13,2018-10-17
1459,300164,通源石油,0.23,854.29,6.17,2018-10-17
1877,300167,迪威迅,-0.1,3796.15,-2.4,2018-10-17
802,300168,万达信息,0.15,36.36,5.16,2018-10-17
2538,300170,汉得信息,0.28,23.74,9.22,2018-10-17
2282,300171,东富龙,0.1,-40.94,2.18,2018-10-17
1707,300173,智慧松德,0.05,-49.5,1.26,2018-10-17
1150,300174,元力股份,0.34,149.41,13.68,2018-10-17
908,300176,派生科技,1.0,-61.77,31.01,2018-10-17
2721,300177,中海达,0.17,83.15,4.29,2018-10-17
1787,300179,四方达,0.11,-16.35,6.57,2018-10-17
1464,300180,华峰超纤,0.24,-36.84,5.56,2018-10-17
2866,300181,佐力药业,0.04,-49.64,3.8,2018-10-17
1598,300182,捷成股份,0.31,3.33,7.8,2018-10-17
1883,300183,东软载波,0.25,-39.8,4.32,2018-10-17
2287,300188,美亚柏科,0.06,-54.89,2.02,2018-10-17
1937,300189,神农基因,0.03,-369.92,2.38,2018-10-17
913,300193,佳士科技,0.28,33.33,5.98,2018-10-17
2012,300194,福安药业,0.19,-5.0,5.41,2018-10-17
2366,300195,长荣股份,0.28,-9.68,3.09,2018-10-17
1791,300196,长海股份,0.46,17.95,8.0,2018-10-17
1468,300197,铁汉生态,0.16,-46.67,5.88,2018-10-17
2633,300198,纳川股份,0.01,-83.82,0.35,2018-10-17
2737,300199,翰宇药业,0.32,28.0,7.43,2018-10-17
2676,300200,高盟新材,0.26,22.31,4.51,2018-10-17
830,300201,海伦哲,0.05,-28.4,3.57,2018-10-17
685,300204,舒泰神,0.25,-46.81,5.17,2018-10-17
2202,300205,天喻信息,0.18,130.34,6.09,2018-10-17
2332,300206,理邦仪器,0.15,31.77,7.07,2018-10-17
2937,300207,欣旺达,0.3,25.0,9.99,2018-10-17
1727,300209,天泽信息,-0.07,-129.72,-1.05,2018-10-17
2802,300211,亿通科技,0.01,-25.4,0.57,2018-10-17
1473,300213,佳讯飞鸿,0.11,12.71,3.51,2018-10-17
2738,300215,电科院,0.12,0.0,4.59,2018-10-17
1418,300216,千山药机,-1.12,-1033.33,-85.96,2018-10-17
3495,300220,金运激光,0.08,-30.87,3.93,2018-10-17
1108,300221,银禧科技,0.06,-80.89,1.36,2018-10-17
1304,300222,科大智能,0.32,10.34,5.36,2018-10-17
2151,300223,北京君正,0.1,151.46,1.83,2018-10-17
3151,300224,正海磁材,0.07,,2.0,2018-10-17
1687,300225,金力泰,0.02,-79.12,0.86,2018-10-17
2015,300226,上海钢联,0.61,185.53,10.93,2018-10-17
1159,300228,富瑞特装,-0.08,-178.73,-2.23,2018-10-17
1610,300231,银信科技,0.23,-13.44,12.25,2018-10-17
1658,300232,洲明科技,0.42,22.45,16.52,2018-10-17
3475,300235,方直科技,0.12,74.65,3.53,2018-10-17
692,300236,上海新阳,-0.01,-104.43,-0.2,2018-10-17
1533,300237,美晨生态,0.27,-41.41,11.49,2018-10-17
3384,300238,冠昊生物,0.1,-47.37,2.13,2018-10-17
3154,300240,飞力达,0.11,-38.89,3.6,2018-10-17
923,300241,瑞丰光电,0.19,-38.75,7.87,2018-10-17
2378,300243,瑞丰高材,0.39,254.55,14.53,2018-10-17
1894,300248,新开普,0.04,-72.75,1.42,2018-10-17
3241,300249,依米康,0.13,63.47,7.69,2018-10-17
3478,300250,初灵信息,0.26,13.04,3.52,2018-10-17
2545,300251,光线传媒,0.78,263.68,25.09,2018-10-17
694,300252,金信诺,0.19,-29.81,4.8,2018-10-17
1828,300254,仟源医药,0.1,-8.86,2.67,2018-10-17
2603,300257,开山股份,0.11,40.27,2.64,2018-10-17
2117,300259,新天科技,0.09,-50.0,5.76,2018-10-17
2080,300260,新莱应材,0.16,124.66,4.79,2018-10-17
3494,300263,隆华科技,0.1,87.27,3.5,2018-10-17
1164,300265,通光线缆,0.09,-57.14,3.15,2018-10-17
2138,300266,兴源环境,0.1,-77.27,3.38,2018-10-17
945,300267,尔康制药,0.14,-46.38,5.36,2018-10-17
1832,300270,中威电子,0.13,-2.01,4.34,2018-10-17
929,300273,和佳股份,0.11,17.47,3.36,2018-10-17
2017,300274,阳光电源,0.42,-20.75,8.37,2018-10-17
1636,300275,梅安森,0.09,-51.58,2.75,2018-10-17
2390,300280,紫天科技,0.38,448.34,8.42,2018-10-17
1167,300281,金明精机,0.08,-39.0,2.74,2018-10-17
953,300283,温州宏丰,0.04,300.0,3.13,2018-10-17
703,300284,苏交科,0.45,-16.51,9.5,2018-10-17
3440,300285,国瓷材料,0.63,117.47,16.17,2018-10-17
1337,300286,安科瑞,0.36,-34.55,10.98,2018-10-17
2589,300288,朗玛信息,0.23,-75.0,6.22,2018-10-17
875,300289,利德曼,0.15,11.77,4.58,2018-10-17
2208,300290,荣科科技,0.03,-25.97,1.1,2018-10-17
555,300292,吴通控股,0.1,-23.08,4.49,2018-10-17
2873,300294,博雅生物,0.68,21.43,9.33,2018-10-17
1053,300296,利亚德,0.37,-5.13,12.95,2018-10-17
2743,300300,汉鼎宇佑,0.2,112.75,6.12,2018-10-17
1489,300301,长方集团,0.01,-85.07,0.21,2018-10-17
3436,300302,同有科技,0.06,40.14,3.18,2018-10-17
2162,300303,聚飞光电,0.11,10.0,7.32,2018-10-17
1735,300305,裕兴股份,0.19,5.61,3.76,2018-10-17
1541,300306,远方信息,0.0,-98.89,0.06,2018-10-17
1378,300307,慈星股份,0.19,-24.0,3.78,2018-10-17
572,300308,中际旭创,1.01,114.89,11.29,2018-10-17
2916,300309,吉艾科技,0.35,66.67,10.09,2018-10-17
3061,300311,任子行,0.16,-14.47,8.76,2018-10-17
1055,300312,邦讯技术,-0.03,-71.67,-1.72,2018-10-17
2762,300313,天山生物,0.18,856.84,3.43,2018-10-17
2488,300314,戴维医疗,0.13,-25.34,4.71,2018-10-17
1221,300315,掌趣科技,0.19,35.71,5.87,2018-10-17
1429,300317,珈伟新能,0.01,-95.84,0.23,2018-10-17
3247,300318,博晖创新,0.03,7.6,1.56,2018-10-17
965,300320,海达股份,0.22,14.42,10.05,2018-10-17
2615,300321,同大股份,0.2,20.56,2.99,2018-10-17
1708,300323,华灿光电,0.51,15.91,9.83,2018-10-17
607,300324,旋极信息,0.21,-15.26,6.98,2018-10-17
2439,300325,德威新材,0.02,-33.33,1.7,2018-10-17
3062,300327,中颖电子,0.52,14.94,14.41,2018-10-17
1900,300328,宜安科技,0.11,84.74,4.59,2018-10-17
2177,300333,兆日科技,0.05,-35.04,1.97,2018-10-17
1692,300334,津膜科技,0.02,466.67,0.31,2018-10-17
1117,300335,迪森股份,0.41,-9.42,11.4,2018-10-17
973,300336,新文化,0.28,-26.16,7.25,2018-10-17
2038,300338,开元股份,0.3,-14.67,4.73,2018-10-17
2342,300339,润和软件,0.23,35.29,3.98,2018-10-17
2088,300340,科恒股份,0.24,-79.11,3.56,2018-10-17
1061,300344,太空智造,0.14,-773.02,9.47,2018-10-17
3198,300346,南大光电,0.18,-0.05,4.08,2018-10-17
1505,300349,金卡智能,0.81,8.51,10.89,2018-10-17
1848,300350,华鹏飞,0.15,-11.76,3.73,2018-10-17
2520,300351,永贵电器,0.3,-4.57,4.05,2018-10-17
975,300352,北信源,0.02,34.1,1.51,2018-10-17
1365,300355,蒙草生态,0.2,-55.56,8.75,2018-10-17
2094,300356,光一科技,0.05,74.84,2.14,2018-10-17
2918,300357,我武生物,0.65,-29.17,22.02,2018-10-17
1648,300360,炬华科技,0.31,-6.06,6.11,2018-10-17
747,300362,天翔环境,-0.58,-401.71,-14.37,2018-10-17
1234,300364,中文在线,0.05,-0.96,1.19,2018-10-17
2317,300365,恒华科技,0.28,-32.19,6.79,2018-10-17
1440,300366,创意信息,0.16,6.9,2.31,2018-10-17
1174,300367,东方网力,0.23,16.19,5.11,2018-10-17
2558,300369,绿盟科技,-0.06,-25.37,-1.52,2018-10-17
1712,300370,安控科技,-0.01,-140.45,-0.61,2018-10-17
2642,300371,汇中股份,0.42,46.28,8.43,2018-10-17
1371,300373,扬杰科技,0.5,16.28,9.84,2018-10-17
3331,300375,鹏翎股份,0.23,-51.05,5.24,2018-10-17
1746,300376,易事特,0.24,4.35,12.0,2018-10-17
1903,300378,鼎捷软件,0.21,5.0,4.53,2018-10-17
756,300379,东方通,0.08,-40.93,1.54,2018-10-17
725,300382,斯莱克,0.15,-16.67,7.61,2018-10-17
2184,300383,光环新网,0.33,50.0,7.14,2018-10-17
1696,300384,三联虹普,0.35,-24.7,6.84,2018-10-17
1125,300385,雪浪环境,0.38,2.13,4.38,2018-10-17
2902,300386,飞天诚信,0.18,38.46,4.57,2018-10-17
1715,300387,富邦股份,0.22,-53.98,5.98,2018-10-17
2643,300388,国祯环保,0.42,25.9,11.33,2018-10-17
3231,300390,天华超净,0.11,57.14,4.4,2018-10-17
2751,300398,飞凯材料,0.6,328.57,12.5,2018-10-17
1073,300399,京天利,-0.02,-200.0,-1.19,2018-10-17
3253,300400,劲拓股份,0.3,42.86,13.69,2018-10-17
3363,300401,花园生物,0.47,-17.54,16.27,2018-10-17
1000,300402,宝色股份,0.02,-171.16,0.51,2018-10-17
2591,300403,汉宇集团,0.21,-47.6,8.33,2018-10-17
2645,300404,博济医药,0.05,-348.37,1.51,2018-10-17
1864,300405,科隆股份,0.07,-54.74,1.1,2018-10-17
2447,300407,凯发电气,0.02,-90.91,0.53,2018-10-17
2647,300409,道氏技术,0.55,5.77,14.08,2018-10-17
1392,300410,正业科技,0.85,11.84,7.84,2018-10-17
2273,300414,中光防雷,0.19,5.68,4.03,2018-10-17
1512,300415,伊之密,0.37,-21.28,14.42,2018-10-17
1856,300416,苏试试验,0.36,20.0,7.7,2018-10-17
2528,300417,南华仪器,0.23,-29.89,4.48,2018-10-17
893,300419,浩丰科技,0.04,-66.67,1.07,2018-10-17
2354,300421,力星股份,0.41,2.21,4.59,2018-10-17
2908,300423,鲁亿通,1.23,712.42,13.85,2018-10-17
2623,300424,航新科技,0.18,7.45,4.76,2018-10-17
1920,300426,唐德影视,0.25,-16.67,8.04,2018-10-17
767,300427,红相股份,0.48,448.0,8.69,2018-10-17
1255,300429,强力新材,0.43,3.19,8.85,2018-10-17
1667,300430,诚益通,0.22,-43.59,3.91,2018-10-17
1209,300432,富临精工,0.24,-61.13,3.02,2018-10-17
2569,300434,金石东方,0.3,57.89,2.6,2018-10-17
2128,300437,清水源,0.7,262.5,12.17,2018-10-17
1021,300438,鹏辉能源,0.96,35.21,12.6,2018-10-17
2667,300442,普丽盛,-0.1,-1100.0,-1.0,2018-10-17
1259,300445,康斯特,0.27,33.53,9.13,2018-10-17
3081,300446,乐凯新材,0.57,2.46,12.13,2018-10-17
1087,300447,全信股份,0.4,-7.77,8.03,2018-10-17
2776,300448,浩云科技,0.06,-14.29,2.17,2018-10-17
1144,300449,汉邦高科,0.19,1800.0,2.35,2018-10-17
2886,300450,先导智能,0.62,-8.52,19.98,2018-10-17
1683,300451,创业慧康,0.23,-20.69,5.28,2018-10-17
2717,300452,山河药辅,0.36,-1.85,10.9,2018-10-17
2794,300453,三鑫医疗,0.18,-10.0,4.96,2018-10-17
1779,300454,深信服,0.82,7.89,13.02,2018-10-17
2910,300455,康拓红外,0.08,-20.23,5.23,2018-10-17
2628,300456,耐威科技,0.3,107.59,5.7,2018-10-17
2735,300457,赢合科技,0.6,33.42,9.84,2018-10-17
1399,300458,全志科技,0.44,2488.24,6.92,2018-10-17
784,300459,金科文化,0.38,106.35,9.47,2018-10-17
1264,300461,田中精机,0.85,157.58,25.13,2018-10-17
1669,300462,华铭智能,0.3,66.67,7.03,2018-10-17
2194,300463,迈克生物,0.64,20.75,13.4,2018-10-17
1704,300464,星徽精密,0.01,-90.0,0.33,2018-10-17
1147,300465,高伟达,0.06,100.0,2.24,2018-10-17
1014,300466,赛摩电气,0.05,18.81,1.88,2018-10-17
2592,300467,迅游科技,0.76,153.33,25.65,2018-10-17
1565,300468,四方精创,0.28,-45.2,5.51,2018-10-17
1025,300470,日机密封,0.64,-12.25,11.88,2018-10-17
3178,300471,厚普股份,-0.41,-335.23,-9.66,2018-10-17
1754,300472,新元科技,0.15,150.0,1.94,2018-10-17
2654,300473,德尔股份,1.46,64.98,8.49,2018-10-17
1402,300474,景嘉微,0.37,5.71,9.67,2018-10-17
790,300475,聚隆科技,0.12,-52.04,2.04,2018-10-17
675,300478,杭州高新,0.21,-16.0,4.64,2018-10-17
1706,300480,光力科技,0.12,13.71,3.57,2018-10-17
1684,300483,沃施股份,0.06,-50.0,0.96,2018-10-17
1030,300486,东杰智能,0.3,28.26,5.1,2018-10-17
1755,300488,恒锋工具,0.84,15.07,9.63,2018-10-17
2657,300489,中飞股份,0.01,-92.72,0.1,2018-10-17
1654,300490,华自科技,0.2,56.25,3.62,2018-10-17
2512,300492,山鼎设计,0.15,82.41,3.95,2018-10-17
680,300494,盛天网络,0.22,-17.53,5.37,2018-10-17
1286,300496,中科创达,0.26,43.31,7.69,2018-10-17
3100,300499,高澜股份,0.29,31.82,5.47,2018-10-17
1628,300501,海顺新材,0.51,-27.45,8.32,2018-10-17
2464,300503,昊志机电,0.18,-10.0,5.84,2018-10-17
2631,300504,天邑股份,0.53,-40.59,9.08,2018-10-17
1601,300505,川金诺,0.45,7.05,6.14,2018-10-17
1414,300506,名家汇,0.79,102.56,20.73,2018-10-17
3255,300508,维宏股份,0.04,-96.94,0.67,2018-10-17
2540,300509,新美星,0.32,-27.27,6.38,2018-10-17
1673,300510,金冠股份,0.43,13.55,3.29,2018-10-17
1292,300512,中亚股份,0.55,6.49,10.07,2018-10-17
2149,300513,恒实科技,0.5,964.74,4.99,2018-10-17
915,300515,三德科技,0.15,46.88,6.57,2018-10-17
1630,300517,海波重科,0.22,4.76,3.54,2018-10-17
1155,300518,盛讯达,0.03,-94.13,0.28,2018-10-17
2678,300522,世名科技,0.5,24.3,9.79,2018-10-17
1675,300527,中国应急,0.15,-45.35,5.93,2018-10-17
1105,300528,幸福蓝海,0.28,55.56,5.28,2018-10-17
3003,300529,健帆生物,0.74,51.02,20.04,2018-10-17
1686,300532,今天国际,0.08,-80.36,2.78,2018-10-17
2372,300534,陇神戎发,0.04,-17.41,1.48,2018-10-17
1475,300536,农尚环境,0.25,3.69,7.8,2018-10-17
1759,300537,广信材料,0.19,-32.14,2.82,2018-10-17
2218,300538,同益股份,0.3,57.89,6.24,2018-10-17
2680,300539,横河模具,0.06,-53.85,3.27,2018-10-17
1793,300540,深冷股份,0.05,-60.92,0.96,2018-10-17
2542,300542,新晨科技,0.07,-40.57,1.77,2018-10-17
690,300543,朗科智能,0.27,-50.39,4.8,2018-10-17
3056,300545,联得装备,0.49,-18.33,13.02,2018-10-17
1826,300546,雄帝科技,0.43,38.71,8.96,2018-10-17
3226,300547,川环科技,1.12,-8.09,12.86,2018-10-17
921,300549,优德精密,0.27,-40.0,6.22,2018-10-17
1577,300550,和仁科技,0.32,23.08,4.94,2018-10-17
1161,300552,万集科技,-0.15,-236.36,-2.14,2018-10-17
2422,300553,集智股份,0.38,1.61,5.65,2018-10-17
1613,300555,路通视信,0.07,-51.71,2.13,2018-10-17
1891,300556,丝路视觉,0.36,227.27,9.68,2018-10-17
1797,300557,理工光科,-0.56,-380.95,-6.86,2018-10-17
1111,300561,汇金科技,0.09,-83.02,2.34,2018-10-17
2893,300565,科信技术,0.1,-60.0,2.78,2018-10-17
2602,300566,激智科技,0.34,-27.66,7.29,2018-10-17
2204,300567,精测电子,1.19,-15.0,20.49,2018-10-17
2808,300568,星源材质,0.93,93.75,13.17,2018-10-17
2078,300569,天能重工,0.4,-14.89,3.52,2018-10-17
1481,300570,太辰光,0.47,37.81,9.31,2018-10-17
2228,300572,安车检测,1.03,13.95,15.67,2018-10-17
1662,300573,兴齐眼药,0.17,-67.31,2.4,2018-10-17
1162,300575,中旗股份,1.82,68.52,12.52,2018-10-17
695,300578,会畅通讯,0.23,-51.06,8.94,2018-10-17
2171,300579,数字认证,0.33,-44.62,7.06,2018-10-17
1830,300580,贝斯特,0.55,9.63,8.52,2018-10-17
2583,300582,英飞特,0.26,73.33,5.5,2018-10-17
3104,300583,赛托生物,0.92,112.34,5.72,2018-10-17
2708,300584,海辰药业,0.52,-12.03,11.59,2018-10-17
2388,300585,奥联电子,0.21,-27.59,7.33,2018-10-17
2727,300589,江龙船艇,0.07,-63.08,4.62,2018-10-17
1044,300590,移为通信,0.52,32.32,10.45,2018-10-17
951,300593,新雷能,0.29,11.54,5.84,2018-10-17
2301,300595,欧普康视,0.75,-21.06,18.75,2018-10-17
1537,300596,利安隆,0.82,55.66,15.37,2018-10-17
2894,300599,雄塑科技,0.5,66.67,11.67,2018-10-17
1689,300600,瑞特股份,0.51,-40.0,8.9,2018-10-17
2812,300602,飞荣达,0.59,-18.06,11.54,2018-10-17
2232,300606,金太阳,0.48,0.0,8.99,2018-10-17
2392,300607,拓斯达,0.99,20.73,15.76,2018-10-17
1169,300608,思特奇,0.03,-62.5,0.48,2018-10-17
2547,300610,晨化股份,0.42,-1.4,8.99,2018-10-17
2172,300612,宣亚国际,0.05,-85.71,1.65,2018-10-17
1343,300613,富瀚微,1.07,-44.55,4.94,2018-10-17
3214,300615,欣天科技,0.13,-50.04,4.07,2018-10-17
2760,300617,安靠智电,0.6,-32.8,7.26,2018-10-17
2020,300618,寒锐钴业,3.65,28.98,49.02,2018-10-17
1375,300619,金银河,0.53,-5.36,9.15,2018-10-17
2236,300623,捷捷微电,0.74,-38.34,10.44,2018-10-17
1170,300625,三雄极光,0.46,-31.34,5.88,2018-10-17
2173,300629,新劲刚,0.12,-45.45,3.4,2018-10-17
1836,300630,普利制药,0.66,22.48,15.67,2018-10-17
1690,300633,开立医疗,0.43,41.76,14.99,2018-10-17
2212,300634,彩讯股份,0.21,16.67,7.88,2018-10-17
2120,300635,达安股份,0.3,-7.95,6.62,2018-10-17
3163,300637,扬帆新材,0.87,93.33,17.57,2018-10-17
2731,300639,凯普生物,0.43,-46.99,8.09,2018-10-17
1057,300640,德艺文创,0.29,-20.92,9.55,2018-10-17
1806,300641,正丹股份,0.13,-65.11,4.89,2018-10-17
3467,300642,透景生命,1.0,-31.03,9.51,2018-10-17
712,300644,南京聚隆,0.24,-64.71,2.36,2018-10-17
2175,300645,正元智慧,0.07,111.21,0.83,2018-10-17
3248,300647,超频三,0.06,-77.78,2.69,2018-10-17
2040,300648,星云股份,0.25,-65.75,4.66,2018-10-17
967,300649,杭州园林,0.25,-13.79,9.71,2018-10-17
2616,300650,太龙照明,0.42,-41.67,9.18,2018-10-17
1545,300651,金陵体育,0.36,1.91,4.32,2018-10-17
1381,300652,雷迪克,0.74,2.78,9.47,2018-10-17
3373,300653,正海生物,0.81,44.64,13.08,2018-10-17
3107,300655,晶瑞股份,0.26,0.27,8.44,2018-10-17
1640,300657,弘信电子,0.84,59.25,16.08,2018-10-17
1434,300662,科锐国际,0.51,34.21,13.79,2018-10-17
1355,300663,科蓝软件,-0.3,-46.43,-9.4,2018-10-17
2552,300665,飞鹿股份,0.15,-38.12,4.09,2018-10-17
1739,300666,江丰电子,0.21,0.0,7.75,2018-10-17
1549,300667,必创科技,0.11,-42.11,3.12,2018-10-17
3266,300668,杰恩设计,0.59,-52.36,19.19,2018-10-17
2441,300670,大烨智能,0.12,-68.57,3.88,2018-10-17
1063,300673,佩蒂股份,0.85,-10.53,11.31,2018-10-17
18,300674,宇信科技,0.23,15.0,6.42,2018-10-17
1679,300677,英科医疗,0.66,-54.08,11.23,2018-10-17
2180,300678,中科信息,0.07,-51.42,2.49,2018-10-17
1743,300682,朗新科技,-0.25,419.25,-9.35,2018-10-17
1553,300683,海特生物,0.74,-29.52,4.58,2018-10-17
1620,300684,中石科技,0.69,51.24,17.9,2018-10-17
631,300685,艾德生物,0.67,-21.51,13.75,2018-10-17
2410,300689,澄天伟业,0.55,-28.53,6.76,2018-10-17
3497,300692,中环环保,0.26,-38.1,5.79,2018-10-17
2321,300693,盛弘股份,0.33,-42.88,7.45,2018-10-17
3503,300694,蠡湖股份,0.5,13.64,12.63,2018-10-17
1178,300695,兆丰股份,2.03,-16.8,8.13,2018-10-17
1387,300700,岱勒新材,0.59,-46.74,9.0,2018-10-17
3415,300703,创源文化,0.54,-18.47,10.69,2018-10-17
1583,300705,九典制药,0.19,-64.15,6.57,2018-10-17
1068,300706,阿石创,0.19,-67.8,6.38,2018-10-17
1814,300707,威唐工业,0.51,-58.1,13.25,2018-10-17
2694,300711,广哈通信,0.13,-60.61,3.33,2018-10-17
1697,300712,永福股份,0.4,-27.51,6.26,2018-10-17
2524,300713,英可瑞,0.44,,5.79,2018-10-17
2562,300715,凯伦股份,0.31,-41.51,10.32,2018-10-17
2166,300717,华信新材,0.35,-48.53,6.86,2018-10-17
1622,300718,长盛轴承,0.53,-57.26,9.93,2018-10-17
651,300719,安达维尔,-0.08,-225.45,-2.1,2018-10-17
1446,300720,海川智能,0.41,-7.11,6.86,2018-10-17
2621,300721,怡达股份,0.43,-47.85,3.96,2018-10-17
1592,300722,新余国科,0.44,-4.35,8.94,2018-10-17
2824,300723,一品红,0.79,-14.13,10.96,2018-10-17
2500,300725,药石科技,1.05,9.26,17.79,2018-10-17
1252,300726,宏达电子,0.44,9.21,12.19,2018-10-17
2270,300727,润禾材料,0.44,-6.38,11.29,2018-10-17
1509,300729,乐歌股份,0.5,-26.47,6.04,2018-10-17
1194,300730,科创信息,0.02,-51.4,0.97,2018-10-17
3426,300731,科创新源,0.46,-35.21,6.12,2018-10-17
1681,300733,西菱动力,0.37,-33.93,5.49,2018-10-17
1561,300735,光弘科技,0.5,-5.7,10.6,2018-10-17
1767,300737,科顺股份,0.27,-27.03,8.58,2018-10-17
2622,300739,明阳电路,0.52,-48.51,8.41,2018-10-17
663,300740,御家汇,0.43,-10.42,9.41,2018-10-17
1912,300741,华宝股份,1.3,1.56,10.05,2018-10-17
2752,300746,汉嘉设计,0.24,4.35,6.07,2018-10-17
2189,300747,锐科激光,3.42,52.0,34.75,2018-10-17
